permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/10bestthings,10BestThings,http://10bestthings.com,Curated Web,50000,closed,USA,OH,Cleveland,Cleveland,1,2009-04-01,2009-04-01,2009-04-01
/organization/11i-solutions,11i Solutions,http://www.11isolutions.com,Enterprise Software,1800000,closed,USA,AL,Huntsville,Huntsville,1,,2011-03-22,2011-03-22
/organization/169-st,169 ST.,http://www.junebugreview.com,Entertainment|Games,50000,closed,USA,FL,Orlando,Lake Mary,1,2009-05-15,2009-06-01,2009-06-01
/organization/180solutions,180Solutions,,Advertising|Advertising Platforms|Promotional,40000000,closed,USA,WA,Seattle,Bellevue,1,,2004-04-05,2004-04-05
/organization/1bib,1bib,http://www.1bib.com,Cars|Curated Web,-,closed,CHN,30,Guangzhou,Guangzhou,1,2006-01-01,2008-02-07,2008-02-07
/organization/1bog,One Block Off the Grid (1BOG),http://1bog.org,Clean Technology|Residential Solar,5000000,closed,USA,CA,SF Bay Area,San Francisco,1,2008-11-01,2010-02-11,2010-02-11
/organization/1c-company,1C Company,http://1c.ru/eng,Games|Software|Video Games,200000000,closed,RUS,48,Moscow,Moscow,1,1991-01-01,2011-10-03,2011-10-03
/organization/1cast,1Cast,http://www.1cast.com,Content|Lifestyle|News|Video,-,closed,USA,WA,Seattle,Kirkland,1,2006-06-01,2008-08-12,2008-08-12
/organization/1daylater,1DayLater,http://1daylater.com,Curated Web|Tracking,43811,closed,AUS,2,Sydney,Newcastle,2,2009-08-26,2009-05-01,2009-10-01
/organization/1daymakeover,1DayMakeover,http://www.1daymakeover.com,Cosmetics|E-Commerce|Fashion|Lifestyle|Personal Health|Shopping,50000,closed,USA,CA,"Orange County, California",Santa Ana,1,2008-06-30,2008-06-30,2008-06-30
/organization/2100b-com-llc,2100b Sausalito LLC.,http://2100b.com,Advertising|Direct Marketing|Social Media,50000,closed,USA,CA,SF Bay Area,Sausalito,2,2011-06-15,2013-01-01,2013-01-01
/organization/22seeds,22seeds,http://www.22seeds.com,Android|Apps|Internet|iPhone|Mobile|Sales and Marketing|Software|Web Development|Web Tools,250000,closed,ISR,5,Tel Aviv,Tel Aviv,1,2010-01-01,2013-10-15,2013-10-15
/organization/24-7-card,24/7 Card,http://www.247card.com,Finance,3452941,closed,USA,CA,Los Angeles,Los Angeles,3,,2010-10-25,2011-12-21
/organization/24h00,24h00,http://www.boosket.com/,Advertising|E-Commerce|Marketing Automation,-,closed,FRA,A8,Paris,Paris,1,2006-01-01,2006-08-01,2006-08-01
/organization/24med-sp,24med Sp,,,-,closed,,,,,1,,2008-01-01,2008-01-01
/organization/24pagebooks,24PageBooks,http://24pagebooks.com,Software,50000,closed,USA,NY,"Rochester, New York",Rochester,1,2010-01-01,2011-05-24,2011-05-24
/organization/25eight,25eight,http://25eightsoftware.com,DIY|Electronics|Software,25000,closed,USA,CA,SF Bay Area,San Francisco,1,,2010-01-26,2010-01-26
/organization/27-perry,27 Perry,http://www.27perry.com,E-Commerce|Finance|Marketplaces,118000,closed,USA,CO,Denver,Boulder,1,2012-07-25,2012-05-17,2012-05-17
/organization/2mee,2mee,,Content|Software|Sports,100000,closed,,,,,1,,2015-04-16,2015-04-16
/organization/2nd-screen-games,2nd Screen Games,http://www.2ndsg.com,,-,closed,USA,CA,SF Bay Area,San Francisco,1,,2012-12-01,2012-12-01
/organization/2pm-technologies,2pm Technologies,,SaaS|Technology|Telecommunications,3167062,closed,IRL,10,IRL - Other,Ballinasloe,1,1999-11-23,2002-11-01,2002-11-01
/organization/2win-solutions,2Win-Solutions,http://www.TicTacDo.com,Collaboration|Networking|Project Management|SaaS|Software|Task Management,-,closed,ISR,2,Tel Aviv,Ra'anana,1,,2008-01-01,2008-01-01
/organization/3-kinds-of-ice,3 Kinds of Ice,http://www.3kindsofice.com,,-,closed,GBR,H9,London,London,1,2015-01-10,2015-01-10,2015-01-10
/organization/30secondstofly-claire,30SecondsToFly - Claire,http://www.30secondstofly.com,,-,closed,,,,,1,2015-04-15,2015-09-30,2015-09-30
/organization/3clickemr-corporation,3ClickEMR Corporation,http://www.3clickemr.com,Consumer Electronics|Electronic Health Records|Health Care|iPad|Software,500000,closed,USA,MA,Boston,West Roxbury,2,2010-06-23,2010-06-23,2011-06-01
/organization/3d-future-vision-ii,3D FUTURE VISION II,http://www.3dfuturevision.com,Games,503000,closed,USA,FL,Orlando,Longwood,2,2011-01-01,2011-06-22,2013-03-21
/organization/3d-simo-2,3D simo,http://3dsimo.com,,-,closed,,,,,1,,2014-12-01,2014-12-01
/organization/3dduo,3DDUO,http://www.3dduo.com/en,Business Services|Video Games,701760,closed,FRA,B4,FRA - Other,Tourcoing,1,,2009-06-12,2009-06-12
/organization/3divaz-2,3DIVAZ,http://www.3divaz.ch/Home,,202250.031601567,closed,,,,,1,2014-07-01,2015-11-01,2015-11-01
/organization/3dphy-com,3DPhy.com,http://www.3dphy.com,Creative|Digital Media,204952,closed,,,,,1,2013-11-21,2014-12-18,2014-12-18
/organization/3i-systems,3i Systems,http://www.3i-systems.com,Semiconductors,13708150,closed,CHN,5,Guangdong,Guangdong,3,2006-11-01,2007-08-20,2010-03-01
/organization/3touch,3Touch,http://www.3touch.com,Software,272000,closed,IRL,29,IRL - Other,Athlone,1,2003-01-01,2007-05-01,2007-05-01
/organization/42race,42Race,http://www.42race.sg,Online Travel|Sports|Travel,500000,closed,,,,,1,2015-05-01,2015-06-01,2015-06-01
/organization/4blox,4Blox,http://www.4blox.com,Software,-,closed,USA,CA,SF Bay Area,San Jose,1,2006-08-01,2007-09-10,2007-09-10
/organization/4front-security,4Front Security,http://www.4frontsecurity.com,,-,closed,,,,,1,,2005-05-26,2005-05-26
/organization/4med-centra-medyczne,4Med Centra Medyczne,,,-,closed,,,,,1,,2008-01-01,2008-01-01
/organization/51-auto,51 Auto,http://www.51auto.cn,Automotive,4500000,closed,,,,,1,,2008-06-01,2008-06-01
/organization/51wofang-无忧我房,51wofang 无忧我房,http://www.51wofang.com,,5000000,closed,,,,,1,2014-01-01,2015-07-06,2015-07-06
/organization/59sec-2,59sec,https://www.59sec.com,Advertising|Lead Management|Sales and Marketing,27428.6215837652,closed,,,,,1,2015-08-22,2015-08-01,2015-08-01
/organization/60frames-entertainment,60Frames Entertainment,http://60frames.com/,,3500000,closed,USA,CA,Los Angeles,Beverly Hills,1,,2007-08-02,2007-08-02
/organization/7-billion-people,7 Billion People,http://www.7bpeople.com,Analytics|E-Commerce|Software,6528902,closed,USA,TX,Austin,Austin,3,2006-01-01,2009-02-09,2012-07-13
/organization/77-pieces,77 Pieces,http://www.77-pieces.com,Curated Web,650000,closed,NZL,G2,Wellington,Wellington,1,2010-05-25,2011-03-01,2011-03-01
/organization/80-20-solutions,80/20 Solutions,http://www.8020solutions.com,Advertising|Email|Loyalty Programs|Mobile|SaaS|Sales and Marketing|Social Media|Software,2100000,closed,CAN,ON,Toronto,Toronto,1,,2009-08-07,2009-08-07
/organization/88-famibio,88 Famibio,,,-,closed,,,,,1,,2012-07-01,2012-07-01
/organization/8aweek,8aweek,http://8aweek.com,Curated Web|Task Management,-,closed,,,,,1,2008-01-01,2008-03-02,2008-03-02
/organization/8dworld,8D World,http://www.8dworld.com/English/Home.html,Games|Virtual Worlds,12250000,closed,USA,MA,Boston,Woburn,2,,2008-03-01,2010-12-09
/organization/8hands,8hands,http://www.8hands.com,Messaging|Public Relations|Social Media,1500000,closed,ISR,,,,2,,2008-01-01,2008-01-01
/organization/909c,909c,http://www.909c.fr/,Apps|Publishing|Social Media|Social Media Marketing,1292301,closed,,,,,1,2010-01-01,2013-07-05,2013-07-05
/organization/99-fahrenheit,99 Fahrenheit,,Finance,1380700,closed,ITA,9,Milan,Milan,1,2011-10-01,2011-10-15,2011-10-15
/organization/99dresses,99dresses,http://99dresses.com,Fashion|File Sharing,105651,closed,AUS,2,Sydney,Sydney,2,2010-01-01,2012-03-30,2012-06-01
/organization/99times-cn,99times.cn,http://www.99times.cn,E-Commerce,-,closed,CHN,23,Shanghai,Shanghai,1,2005-01-01,2010-08-23,2010-08-23
/organization/9car-technology-llc,9car Technology LLC,http://www.chejianghu.com,Automotive|Cars|E-Commerce,80000,closed,CHN,22,Beijing,Beijing,2,2009-11-18,2009-11-18,2010-01-06
/organization/9facts,9facts,http://9facts.com,SEO|Social Media,70000,closed,RUS,71,Perm,Yekaterinburg,1,2011-05-01,2011-05-01,2011-05-01
/organization/9th-dimension-biotech,9th Dimension Biotech,http://www.9dbiotech.com,,-,closed,,,,,1,,2015-08-18,2015-08-18
/organization/a-bit-lucky,A Bit Lucky,http://www.abitlucky.com,Games|Social Games,10312103,closed,USA,CA,SF Bay Area,San Mateo,2,2009-10-01,2010-03-15,2011-03-25
/organization/a-power-energy-generation,A-Power Energy Generation Systems,http://www.apowerenergy.com/EN,Clean Technology,10200000,closed,CHN,19,Shenyang,Shenyang,1,2003-01-01,2011-01-19,2011-01-19
/organization/a-smarter-city,A Smarter City,http://www.asmartercity.com,Networking|Sensors|Software|Wireless,15000,closed,,,,,1,2011-03-05,2011-03-05,2011-03-05
/organization/a2b,A2B,http://www.a2b.ru/,Online Rental|Online Reservations|Transportation,500000,closed,RUS,66,St. Petersburg,Saint Petersburg,1,,2013-05-13,2013-05-13
/organization/a2t2,A2T2,,,-,closed,,,,,1,,2014-01-21,2014-01-21
/organization/aarden-pharmaceuticals,Aarden Pharmaceuticals,http://aardenpharma.com,Biotechnology,500000,closed,USA,IN,Indianapolis,Indianapolis,1,2008-01-01,2011-01-03,2011-01-03
/organization/abaltat,Tunepresto,http://www.tunepresto.com,Music|Video Editing|Web Development,263400,closed,IRL,10,Galway,Galway,1,2008-01-01,2007-01-01,2007-01-01
/organization/abazab,Abazab,,Curated Web,4400000,closed,USA,CA,SF Bay Area,Campbell,2,1997-01-01,2006-05-05,2009-05-04
/organization/abc-live,ABC Live,http://abclive.in,Advertising,25000,closed,IND,5,Chandigarh,Chandigarh,1,2007-12-05,2007-01-05,2007-01-05
/organization/abcellute,Abcellute,http://www.abcellute.com,Biotechnology,805908,closed,GBR,H9,London,London,1,2001-01-01,2007-09-21,2007-09-21
/organization/abeome-corporation,Abeome Corporation,,,-,closed,,,,,2,,2007-06-21,2008-03-12
/organization/abidoc,AbiDoc,http://www.abidoc.com,Doctors|Health Care|Health Diagnostics,1833333,closed,,,,,2,,2012-10-17,2014-02-04
/organization/abios-gaming,Abios Gaming,http://abiosgaming.com/,,-,closed,,,,,1,,2015-02-16,2015-02-16
/organization/abound-solar,Abound Solar,http://www.abound.com,Clean Technology|Solar,510000000,closed,USA,CO,CO - Other,Loveland,2,2007-01-01,2010-07-06,2010-12-15
/organization/absolutely-training,Absolutely Training,http://www.absolutelytrraining.com,Education,451198.382904996,closed,,,,,1,,2005-08-12,2005-08-12
/organization/abundant-closet,FashionAde.com (Abundant Closet),http://www.FashionAde.com,E-Commerce,60000,closed,USA,GA,Atlanta,Atlanta,1,2008-01-01,2010-02-23,2010-02-23
/organization/academy-events-services,Academy Events Services,,Events|Manufacturing|Services,27000000,closed,,,,,1,,2002-10-11,2002-10-11
/organization/acadient,Acadient,http://www.acadient.com,,-,closed,,,,,1,,2003-06-16,2003-06-16
/organization/accalio,Accalio,http://accalio.com/,,-,closed,,,,,1,2015-01-01,2015-01-01,2015-01-01
/organization/accelerated-orthopedic-technologies,Accelerated Orthopedic Technologies,http://www.acceleratedorthopedics.com,Health Care,150000,closed,USA,CT,Hartford,Guilford,1,,2012-05-18,2012-05-18
/organization/accelerated-technologies,Accelerated Technologies,,Medical|Medical Devices|Technology,32000000,closed,USA,NY,New York City,New York,1,,2004-01-07,2004-01-07
/organization/accelgolf,AccelGolf,http://www.accelgolf.com,Apps|Finance|Mobile|Sports,457282,closed,USA,MA,Boston,Cambridge,7,2008-08-01,2008-01-01,2009-12-04
/organization/accelight-networks,Accelight Networks,,Consumer Electronics|Electronics|Manufacturing,60000000,closed,USA,PA,Pittsburgh,Bridgeville,1,1999-01-01,2001-11-19,2001-11-19
/organization/accelone,AccelOne,http://accelone.com,Software,225000,closed,USA,WA,Seattle,Kirkland,1,2013-01-01,2014-04-29,2014-04-29
/organization/accent-optical-technologies,Accent Optical Technologies,http://www.accentopto.com/,Semiconductors|Technology|Wireless,15900000,closed,,,,,1,,2000-12-20,2000-12-20
/organization/access-pharmaceuticals,Access Pharmaceuticals,http://accesspharma.com,Biotechnology,15581502,closed,USA,TX,Dallas,Dallas,2,,2011-11-14,2012-11-06
/organization/accord,Accord,http://accord-group.net,Real Estate,-,closed,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2014-05-12,2014-05-12
/organization/accordion-health,Accordion Health,https://accordionhealth.com,Big Data Analytics|Health Care Information Technology|SaaS,150000,closed,USA,TX,Austin,Austin,1,2014-05-14,2014-07-02,2014-07-02
/organization/accrue-search-concepts-dba-boounce,Accrue Search Concepts dba Boounce,http://www.boounce.com/indexBeta.php,Search|Software|Vertical Search,200000,closed,,,,,1,2010-05-20,2010-05-20,2010-05-20
/organization/accumedia,Accumedia,http://www.accumedia.com/,Software,2000000,closed,,,,,1,,2002-02-27,2002-02-27
/organization/ace-consensus,ACE Consensus,http://www.aceconsensus.com,,-,closed,,,,,1,,2013-07-09,2013-07-09
/organization/acendi-interactive,Acendi Interactive,http://www.acendi.com,Security,2090000,closed,USA,CA,SF Bay Area,San Francisco,1,,2009-01-09,2009-01-09
/organization/aceris-3d-inspection,Aceris 3D Inspection,http://www.aceris-3d.ca,Semiconductors,4880000,closed,CAN,QC,Montreal,Montréal,1,2000-01-01,2007-05-30,2007-05-30
/organization/acerta-pharma,Acerta Pharma,http://www.acerta-pharma.com,Biotechnology,-,closed,USA,CA,SF Bay Area,San Carlos,1,,2013-03-14,2013-03-14
/organization/acheive-cca,Acheive CCA,http://www.achievecca.com,Finance,5000000,closed,USA,IN,Louisville,Evansville,1,,2009-02-17,2009-02-17
/organization/achiever,Achiever,http://achiever.life,Self Development|Social Network Media,120000,closed,,,,,1,2013-12-11,2013-12-20,2013-12-20
/organization/actcat,Actcat,https://www.sideci.com/,SaaS,-,closed,JPN,40,Tokyo,Tokyo,3,2012-05-10,2012-09-12,2014-10-31
/organization/action-pharma,Action Pharma,http://www.actionpharma.com,Biotechnology,12300000,closed,,,,,2,2000-01-01,2006-10-27,2010-07-16
/organization/action-plan-manager-a-s,Action Plan Manager a.s.,http://www.profifox.com,Application Platforms|Professional Services|Project Management,242563,closed,SVK,3,Kosice,Kosice,1,2015-03-02,2015-01-01,2015-01-01
/organization/action-square,Action Square,http://www.action2quare.com/,,-,closed,,,,,1,,2013-07-24,2013-07-24
/organization/actional-garners,Actional Garners,,Technology,26000000,closed,,,,,1,,2002-01-30,2002-01-30
/organization/active-circle,Active Circle,http://www.active-circle.com,Software,13360000,closed,FRA,A8,FRA - Other,Jouy-en-josas,2,2012-12-01,2005-11-07,2008-09-08
/organization/active-optical-mems,Active Optical MEMS,http://activeoptical.net,Electronics|Manufacturing|Mechanical Solutions,2000000,closed,USA,CA,SF Bay Area,Fremont,1,,2007-07-20,2007-07-20
/organization/active-storage,Active Storage,http://getactivestorage.com/index.php,Enterprise Software,16400000,closed,USA,CA,Los Angeles,Torrance,4,2008-10-01,2009-11-03,2012-08-28
/organization/activecloud,ActiveCloud,http://www.activecloud.ru/,Cloud Computing,190000,closed,RUS,48,Moscow,Moscow,2,,2013-06-18,2013-06-18
/organization/activegrid,ActiveGrid,http://www.activegrid.com/,Information Technology|SaaS|Visualization,3000000,closed,USA,CA,SF Bay Area,San Francisco,1,,2004-11-17,2004-11-17
/organization/activeusa-com,ActiveUSA.com,http://www.active.com/,,15500000,closed,,,,,1,,1999-12-22,1999-12-22
/organization/acucar-guarani,Acucar Guarani,http://www.acucarguarani.com.br/en/home,Manufacturing|Retail,45400000,closed,BRA,27,BRA - Other,Olímpia,1,1976-01-01,2009-12-11,2009-12-11
/organization/ad-iq,Ad.IQ,http://www.adiqglobal.com,Analytics|Customer Service|Lead Management|Mobile,7706593,closed,GBR,H9,London,London,6,,2006-03-06,2010-07-27
/organization/ad-knights,Ad Knights,http://www.adknights.com,Advertising|Social Media Advertising|Video,50000,closed,USA,TX,Houston,Houston,1,2010-03-01,2010-03-01,2010-03-01
/organization/ad-pathlabs,AD PathLabs,,Health Care|Medical|Technology,8900000,closed,USA,CA,Anaheim,Newport Beach,1,,2003-02-10,2003-02-10
/organization/ad-summos,Ad Summos,http://www.adsummos.com,Advertising,4549999,closed,USA,NY,New York City,New York,2,2010-01-01,2010-03-25,2011-06-01
/organization/adaffix,Adaffix,http://adaffix.com/,Android|Mobile,-,closed,AUT,9,Vienna,Vienna,1,2009-04-01,2009-01-01,2009-01-01
/organization/adam-aircraft,Adam Aircraft,http://www.adamaircraft.com/,,105000000,closed,USA,CO,Denver,Englewood,1,1998-01-01,2007-06-21,2007-06-21
/organization/adaptive-ozone-solutions,Adaptive Ozone Solutions,http://www.adaptiveozone.com,Clean Technology,3750000,closed,USA,KS,Kansas City,Lenexa,1,,2008-06-30,2008-06-30
/organization/adaptive-tcr,Adaptive TCR,http://www.adapt.com,Biotechnology|Health Diagnostics,10350000,closed,USA,WA,Seattle,Seattle,2,2009-01-01,2010-03-26,2011-06-10
/organization/adbidtise-2,adBidtise,https://www.adbidtise.com/,Advertising,150000,closed,USA,WI,Milwaukee,Milwaukee,1,2014-07-04,2014-07-04,2014-07-04
/organization/adbuddy,AdBuddy Inc,,Advertising|Local|Mobile|Social Media,100000,closed,USA,NC,Raleigh,Raleigh,1,2012-06-13,2012-09-01,2012-09-01
/organization/adcamp,AdCamp,http://adcamp.ru/,Advertising,2000000,closed,RUS,48,Moscow,Moscow,1,,2013-12-11,2013-12-11
/organization/adcast,Adcast,http://adca.st,Advertising|Facebook Applications|Social Media|Twitter Applications,3500,closed,USA,MD,"Washington, D.C.",Germantown,1,2009-03-28,2009-03-28,2009-03-28
/organization/add-life-medical-institute,Add Life Medical Institute,http://www.act.is/,Health Care|Hospitals|Medical,15500000,closed,,,,,1,,2006-10-22,2006-10-22
/organization/addfleet,AddFleet,http://www.addfleet.com,Mobile|Mobility|Transportation,4160600,closed,ESP,56,Barcelona,Barcelona,2,2012-01-01,2012-09-19,2013-01-01
/organization/adeptence,Adeptence,http://www.adeptence.com,Semiconductors,5800000,closed,USA,CA,San Diego,San Diego,1,,2014-04-24,2014-04-24
/organization/adexact-corp,ADexact Corp.,,Service Providers|Telecommunications|Television,5500000,closed,,,,,1,,2001-09-19,2001-09-19
/organization/adexlink,AdexLink,http://www.adexlink.com,Advertising|Android|iOS,2000000,closed,USA,CA,SF Bay Area,Campbell,1,2010-08-16,2011-06-10,2011-06-10
/organization/adeyoh,Adeyoh,http://www.adeyoh.com,Curated Web|Social Media,12000,closed,USA,,,,1,2009-10-01,2010-01-01,2010-01-01
/organization/adflow-health-networks,ADFLOW Health Networks,http://www.adflowhealth.com,Health and Wellness,2500190,closed,USA,PA,Philadelphia,Fort Washington,1,,2011-05-18,2011-05-18
/organization/adhere2care,Adhere2Care,http://adhere2care.com,Health and Wellness,300000,closed,USA,GA,Atlanta,Peachtree City,1,2011-01-01,2012-03-29,2012-03-29
/organization/adherence-compliance,Adherence Compliance,http://www.adherence-corp.com,Financial Services|Information Technology|Software,60000,closed,USA,CO,Denver,Denver,1,2014-06-01,2015-01-02,2015-01-02
/organization/adhysteria,Adhysteria,http://www.adhysteria.com,Classifieds|Curated Web|Video,10000,closed,IND,16,Mumbai,Mumbai,1,2007-09-01,2007-07-01,2007-07-01
/organization/adicate-timeads,adicate timeads,http://www.adicate.com,Advertising,2900000,closed,NOR,13,NOR - Other,Fredrikstad,3,2005-11-01,2005-11-01,2007-12-01
/organization/adir-technologies,Adir Technologies,http://www.adirtech.com,Services|Technology|VoIP,25000000,closed,USA,NJ,Newark,Newark,1,,2001-06-11,2001-06-11
/organization/adjacent-applications,Adjacent Applications,http://www.adjacentapps.com,DOD/Military|E-Commerce|Internet|Marketplaces|Mobile,256000,closed,USA,CA,SF Bay Area,Oakland,2,2011-05-31,2011-11-15,2012-12-01
/organization/adlib-mediation-llc,AdLib Mediation LLC,http://adlibmediation.com,Advertising|Apps|Mobile,200000,closed,,,,,1,2014-03-01,2014-11-15,2014-11-15
/organization/admazely,Admazely,http://admaze.ly,Advertising|E-Commerce,600000,closed,DNK,17,Copenhagen,Copenhagen,1,2011-10-01,2012-04-01,2012-04-01
/organization/admify,Admify,http://www.admify.com,Advertising|E-Commerce,26000,closed,RUS,48,Moscow,Moscow,1,2012-04-01,2013-04-01,2013-04-01
/organization/adnavance-technologies,Adnavance Technologies,http://www.adnavance.com,Biotechnology,7588201,closed,USA,CA,San Diego,San Diego,2,,2005-11-29,2008-02-26
/organization/adnectar,AdNectar,http://www.adnectar.com,Advertising|Virtual Goods,-,closed,USA,CA,SF Bay Area,Palo Alto,1,2008-01-19,2008-08-01,2008-08-01
/organization/adoro-viajar-s-a,Adoro Viajar S/A,http://adoroviajar.com.br,,-,closed,,,,,1,2015-01-01,2015-08-15,2015-08-15
/organization/adpeps,Adpeps,http://adpeps.com/,Advertising,300000,closed,RUS,,,,1,,2012-12-01,2012-12-01
/organization/adreal,Adreal,http://adreal-lab.ru/,Business Services,150000,closed,RUS,,,,1,,2012-12-01,2012-12-01
/organization/adrocket,AdRocket,http://www.adrocket.com,Ad Targeting|Advertising|Email|Optimization,1000000,closed,USA,CA,SF Bay Area,San Francisco,1,2008-02-01,2009-05-15,2009-05-15
/organization/adsman-ssp,ADSMAN.SSP,http://www.adsman.co/en,Advertising|Advertising Platforms|Mobile,100000,closed,,,,,1,2015-05-01,2015-04-10,2015-04-10
/organization/adtena-2,Adtena,http://adtena.com,,60000,closed,,,,,1,2014-11-15,2015-04-21,2015-04-21
/organization/adtrade,Adtrade,http://www.adtrade.com.br,Advertising,-,closed,BRA,2,Sao Paulo,São Paulo,1,2013-07-01,2013-07-01,2013-07-01
/organization/adtsys,ADTsys,http://www.adtsys.com.br/,,-,closed,,,,,1,2009-01-01,2014-07-01,2014-07-01
/organization/advaliant,Advaliant,http://www.advaliant.com,Advertising|Incentives|Internet|Performance Marketing|Sales and Marketing|Search,100000,closed,USA,NY,New York City,New York,1,2013-04-16,2004-04-01,2004-04-01
/organization/advanced-cardiac-therapeutics,Advanced Cardiac Therapeutics,http://www.actmed.net,Biotechnology,12300000,closed,USA,CA,Anaheim,Laguna Beach,2,2007-01-01,2010-01-11,2014-04-21
/organization/advanced-electron-beams,Advanced Electron Beams,http://www.aeb.com,Clean Technology,31670000,closed,USA,MA,Boston,Wilmington,2,2005-01-01,2007-03-26,2009-08-04
/organization/advanced-leds,Advanced LEDs,http://www.advanced-leds.com/,Technology,399947,closed,,,,,3,,2012-09-01,2015-04-10
/organization/advanced-marketing-media-group,Advanced Marketing & Media Group,http://www.theammgroup.com,Advertising|Business Intelligence|Sales and Marketing|Software|Technology,500000,closed,USA,CT,Hartford,Stamford,1,2007-02-01,2007-02-15,2007-02-15
/organization/advanced-medical-innovations,Advanced Medical Innovations,http://www.amiwelisten.com/index.php,,-,closed,USA,CA,Los Angeles,Chatsworth,1,1995-01-01,2012-01-01,2012-01-01
/organization/advanced-ophthalmic-pharma,Advanced Ophthalmic Pharma,http://www.aopharma.com,Biotechnology,2000000,closed,ISR,5,Tel Aviv,Tel Aviv,1,2007-01-01,2010-05-02,2010-05-02
/organization/advanced-power-projects,Advanced Power Projects,http://www.advancedpowerprojects.com,Clean Technology,13000000,closed,USA,CA,SF Bay Area,Fremont,1,2009-01-01,2008-03-18,2008-03-18
/organization/advebs,Advebs,http://www.advebs.com,Enterprise Software|Internet Marketing,980000,closed,USA,CA,SF Bay Area,Sunnyvale,1,,2008-12-05,2008-12-05
/organization/adventi,Adventi,http://www.adventi.com,Consulting,2930000,closed,GBR,V8,Bellshill,Bellshill,2,,2005-07-24,2009-03-03
/organization/advertising-concepts,Advertising Concepts,http://advertisingconcepts.com/,,-,closed,USA,PA,Pittsburgh,Pittsburgh,1,1994-01-01,1999-11-24,1999-11-24
/organization/advisorport,AdvisorPort,https://www.advisorport.com/,Application Platforms|Consulting|Investment Management,5000000,closed,,,,,1,,2002-11-01,2002-11-01
/organization/advizzer,Advizzer,http://www.advizzer.com,Curated Web|Mobile,1000000,closed,RUS,,,,1,2010-04-18,2012-08-01,2012-08-01
/organization/advwhere,Advwhere,http://advwhere.com,,-,closed,,,,,1,2015-07-03,2015-07-03,2015-07-03
/organization/adwings,Adwings,http://adwings.com,Advertising,24997,closed,GBR,C3,London,Cambridge,1,2011-01-01,2011-05-01,2011-05-01
/organization/adwired,AdWired,http://www.adwired.net,Advertising|Android|iPhone|Media|Mobile|Web Development|Windows Phone 7,351681,closed,RUS,48,Moscow,Moscow,2,2009-09-01,2013-08-13,2013-08-13
/organization/adyounet,AdYouNet,http://www.adyounet.com,Advertising,1400000,closed,USA,CA,SF Bay Area,Palo Alto,2,2006-01-01,2007-01-01,2008-04-30
/organization/adzilla,Adzilla,http://www.adzilla.com,Advertising,10250000,closed,USA,CA,SF Bay Area,Brisbane,1,,2007-08-01,2007-08-01
/organization/aea-2,AEA,http://AEAaudio.com,,100000,closed,,,,,1,1970-02-05,2014-10-05,2014-10-05
/organization/aegis-surgical,Aegis Surgical,,Health Care,-,closed,IRL,7,Dublin,Dublin,1,,2014-03-13,2014-03-13
/organization/aeneid-corporation,Aeneid Corporation,http://www.aeneid.com,,32000000,closed,,,,,2,,1999-11-22,2000-02-02
/organization/aeristech-limited,Aeristech Limited,http://www.aeristech.co.uk/,Automotive|Electronics|Engineering Firms|Motors,396528.547243142,closed,,,,,1,2006-02-07,2014-08-01,2014-08-01
/organization/aerob,Aerob,http://aerob.ru/,Aerospace|Drones|Robotics,159000,closed,RUS,,,,1,,2012-12-18,2012-12-18
/organization/aeromics,Aeromics,http://aeromics.com,Biotechnology,1349360,closed,USA,OH,Cleveland,Cleveland,1,,2014-03-20,2014-03-20
/organization/aeromot,Aeromot,http://www.aeromot.com.br/,Aerospace|Defense|Services,243000,closed,BRA,23,Porto Alegre,Porto Alegre,1,1967-01-01,1985-05-01,1985-05-01
/organization/aerovance,Aerovance,http://www.aerovance.com,Biotechnology,120500000,closed,USA,CA,CA - Other,Lucerne Valley,5,2004-01-01,2007-03-28,2011-03-21
/organization/aerovectrx,AerovectRx,http://www.aerovectrx.com/,Health Care|Medical|Therapeutics,1200000,closed,USA,GA,Atlanta,Atlanta,5,,2006-09-08,2009-01-15
/organization/aesthetic-sciences,Aesthetic Sciences,,,6000000,closed,,,,,1,,2006-11-29,2006-11-29
/organization/aether-ventures-inc,Aether Ventures Inc.,http://www.aetherventures.com,Automotive|Innovation Engineering|Technology,150000,closed,,,,,1,2014-09-08,2015-08-01,2015-08-01
/organization/affective-systems-plc,Affective Systems Plc,,,589007.640554257,closed,,,,,1,,2015-09-07,2015-09-07
/organization/affinity-systems,Affinity Systems,http://affsys.com,Software,151525,closed,CAN,ON,Toronto,Toronto,1,,2013-09-27,2013-09-27
/organization/affymax,Affymax,http://www.affymax.com,Biotechnology,112999999,closed,USA,CA,SF Bay Area,Palo Alto,3,,2001-07-30,2009-03-03
/organization/africa-talent-management,Africa Talent Management,http://www.africaisready.com,Cloud Computing|Consulting|Recruiting,-,closed,,,,,1,2015-01-01,2015-11-01,2015-11-01
/organization/agelon,AGELON М,http://agelon.ru/,Business Services,225000,closed,RUS,,,,1,2012-01-01,2013-07-01,2013-07-01
/organization/agent-panda-lifters,Agent Panda,http://agentpanda.co/,Communications Infrastructure|Online Reservations|Travel & Tourism,50311,closed,,,,,1,2013-01-01,2012-08-01,2012-08-01
